Latitude,Longitude,SQM Reading
34.2875,-92.8732,19.77
20.891,-156.503,18.23
30.3109,-86.0893,20.25
43.6598,1.3769,16.72
34.5788,32.9737,21.35
35.2953,-93.0791,19.72
42.3144,-83.2925,18.15
42.3145,-83.2926,18.09
46.1541,-1.1225399999999999,20.5
42.3341,-83.3006,17.36
42.3341,-83.3005,17.36
42.3344,-83.3008,17.4
42.3353,-83.2885,17.21
42.3343,-83.3008,17.62
42.3203,-83.2931,14.03
42.3205,-83.2931,14.02
42.3188,-83.3067,13.97
42.3167,-83.3092,16.93
42.3166,-83.3085,15.61
42.3156,-83.2981,15.42
42.3306,-83.2872,13.22
42.3341,-83.3007,18.86
42.3345,-83.2999,18.4
42.3188,-83.307,17.19
42.3189,-83.3067,14.74
42.3189,-83.3066,15.69
42.3275,-83.2956,17.56
42.3409,-83.2746,16.36
42.3182,-83.2922,16.49
42.3185,-83.2922,16.24
42.3169,-83.3089,18.05
42.3233,-83.2974,16.39
42.3146,-83.292,17.16
42.3148,-83.2919,16.87
42.342,-83.2894,16.01
42.3155,-83.2984,18.04
42.3309,-83.2872,17.09
42.3183,-83.3002,19.1
22.4224,114.20100000000001,19.22
42.35,-83.2825,17.13
42.3501,-83.28200000000001,16.96
42.3319,-83.279,17.95
42.3205,-83.2932,16.41
0.0,0.0,17.08
42.3166,-83.3092,17.99
42.3232,-83.2975,16.67
42.3191,-83.3065,15.55
42.3173,-83.2949,19.04
42.3309,-83.2871,17.19
42.3384,-83.3035,18.25
42.3384,-83.3034,18.4
42.318000000000005,-83.3,19.18
42.341,-83.2744,16.29
53.2407,6.53264,17.44
53.0963,6.68001,20.76
52.9925,6.50702,20.07
42.3185,-83.2919,14.78
42.3502,-83.2819,15.16
42.3143,-83.2928,17.73
42.3409,-83.2747,14.4
42.3409,-83.2746,15.42
42.3178,-83.3002,18.94
42.3275,-83.2955,18.09
42.3416,-83.2887,20.31
42.33,-83.2713,15.0
42.3295,-83.2716,15.37
42.3384,-83.3036,17.46
42.3148,-83.2919,16.84
42.3384,-83.3036,17.83
42.3174,-83.2949,18.11
42.3189,-83.3069,15.6
42.3189,-83.307,15.48
42.3275,-83.2953,17.51
42.3143,-83.2928,17.9
42.3145,-83.2923,17.84
42.3183,-83.2918,15.06
42.3559,-83.2902,16.41
42.3554,-83.29,16.39
10.1709,-85.4576,19.29
42.3345,-83.2999,18.18
42.3341,-83.3012,18.95
0.0,0.0,14.05
0.0,0.0,17.65
42.3168,-83.3055,16.36
42.3232,-83.2975,14.92
42.3306,-83.2874,15.11
2.91728,101.788,17.35
50.1789,-5.23803,18.44
42.3376,-83.2857,17.69
42.3202,-83.2937,14.83
42.3204,-83.2931,14.86
50.1789,-5.23807,18.29
40.0473,-2.92952,21.06
42.321000000000005,-83.3076,15.84
38.4778,-86.0059,15.28
42.328,-83.2941,18.22
42.3194,-83.2882,17.17
42.3194,-83.2882,17.3
42.3298,-83.2709,16.86
38.4778,-86.0059,18.45
42.3128,-83.3045,14.3
42.3157,-83.2979,17.89
42.3384,-83.3083,13.64
42.3298,-83.2709,15.0
42.3214,-83.3064,16.24
42.3157,-83.2977,16.06
41.3446,21.5611,18.07
42.3157,-83.2977,16.51
0.0,0.0,18.33
50.8821,5.96099,13.48
44.4259,-79.6514,18.56
34.3331,-79.5163,19.92
37.3591,-3.16807,17.88
37.3591,-3.16835,18.84
37.3589,-3.16764,18.83
-38.2281,145.971,20.22
39.6136,19.8961,18.21
34.4731,132.832,20.19
52.6257,1.3030899999999999,11.56
49.7249,6.42391,20.78
47.7007,10.1899,18.2
47.2868,9.180769999999999,17.35
39.548,-119.89299999999999,18.23
48.4697,-2.65249,14.55
29.5773,-82.4337,11.64
52.4552,13.5777,19.18
26.5537,-80.1765,17.83
37.7204,-97.2946,15.5
0.0,0.0,16.13
43.8251,-71.3029,20.85
47.4877,19.0623,15.87
51.1706,-0.838517,18.02
52.9926,6.50686,20.69
49.8688,8.82748,17.51
37.3135,-121.786,18.27
38.7166,-120.859,19.74
42.3558,-83.29,16.42
42.3558,-83.29,16.53
42.3186,-83.2919,15.57
42.3185,-83.2917,15.03
42.3186,-83.2921,15.14
42.3275,-83.2952,17.49
42.3409,-83.2747,15.62
42.3343,-83.3004,18.17
0.0,0.0,13.47
0.0,0.0,13.34
0.0,0.0,12.66
42.3173,-83.2953,17.9
42.3206,-83.3088,16.32
42.3207,-83.3095,16.09
42.35,-83.2822,15.74
42.35,-83.2822,15.13
42.35,-83.2822,15.06
42.3501,-83.2821,15.29
42.3385,-83.3033,17.09
49.6499,6.22635,14.22
42.318999999999996,-83.292,14.21
42.3148,-83.2917,13.48
41.0178,-96.3198,18.07
50.7374,0.220625,19.83
50.8211,4.63698,17.43
35.2952,-93.0788,19.83
0.0,0.0,18.45
35.2953,-93.0791,18.82
47.6681,-122.169,14.87
38.5455,-121.492,16.46
32.1532,34.9733,16.27
0.0,0.0,19.71
51.2802,-2.4885599999999997,17.57
43.4673,-110.787,13.58
41.7938,-71.9462,20.23
41.7828,-71.9214,18.26
41.7699,-71.9547,19.8
41.6728,-72.421,19.99
41.6813,-72.4287,20.13
-38.2448,145.96,19.63
18.3815,-65.6182,19.25
35.2125,-111.60799999999999,20.33
53.8943,-9.55177,17.19
51.7633,-1.23531,19.47
32.2087,-110.902,18.44
50.8687,0.34794400000000003,20.19
50.9426,0.314609,21.51
31.7019,-110.367,19.44
38.5582,-121.75299999999999,17.36
-43.99,170.463,20.45
42.3143,-83.2929,17.63
42.3276,-83.2956,17.66
42.3171,-83.2946,18.95
42.3558,-83.2902,16.73
0.0,0.0,18.65
42.3168,-83.3089,16.04
42.3385,-83.3034,16.24
42.3384,-83.3035,16.38
42.3385,-83.3036,16.21
42.3341,-83.3005,17.82
42.3307,-83.2881,15.62
34.2874,-92.8735,20.04
33.7481,-101.958,20.27
42.3501,-83.28200000000001,15.91
42.3375,-83.2858,18.23
42.3187,-83.3068,15.58
42.3202,-83.2933,15.81
42.328,-83.2959,16.13
42.3144,-83.2927,17.72
42.3143,-83.2928,17.56
42.342,-83.2893,16.01
42.3557,-83.2903,15.93
42.3417,-83.2893,15.91
33.3418,-111.427,19.31
42.3385,-83.3036,16.04
42.3173,-83.2948,17.86
42.3308,-83.2874,14.41
40.105,-2.89764,19.9
42.3276,-83.2954,16.2
42.3275,-83.2956,16.36
42.3376,-83.2853,17.55
42.3205,-83.2931,15.17
42.3202,-83.2936,15.53
42.3169,-83.3089,16.21
42.3169,-83.3087,16.18
42.3234,-83.2977,17.46
42.3209,-83.3098,16.23
42.3308,-83.2875,13.95
42.3205,-83.3095,16.17
42.4109,-83.2146,15.6
42.3416,-83.2894,15.97
42.4109,-83.2145,18.73
0.0,0.0,12.54
34.5596,135.558,18.94
51.7606,-1.26655,19.16
42.3377,-83.2854,17.82
42.3274,-83.2956,16.26
42.3148,-83.29299999999999,17.8
42.3167,-83.3085,16.47
42.3161,-83.3054,15.05
42.3233,-83.2975,17.96
42.3205,-83.3102,16.28
42.3384,-83.3034,16.5
42.3559,-83.2901,17.07
42.3372,-83.2861,18.04
42.3558,-83.2906,16.28
37.2808,-122.119,20.13
41.497,-77.1372,20.64
41.6739,-77.078,20.31
42.2028,-122.70299999999999,20.19
34.1939,-112.978,20.54
34.1946,-113.492,20.3
39.6389,-105.406,20.83
33.3418,-111.427,19.66
10.1377,-85.0409,18.93
34.9171,136.954,16.72
52.6938,1.48901,20.1
52.7022,1.49023,21.39
52.7048,1.42077,21.44
52.7129,1.4538,19.87
52.6052,1.38101,18.75
52.7065,1.45875,19.89
52.6043,1.38858,18.34
52.6149,1.32,17.88
52.6149,1.32,19.55
45.7684,1.05411,21.05
51.1803,7.497999999999999,21.09
34.7229,-117.97200000000001,6.0
47.5019,7.727869999999999,20.07
52.523,-8.520610000000001,20.22
33.3993,-83.5917,18.0
30.203000000000003,-98.014,19.81
35.5587,-113.91,20.44
43.7005,7.28558,13.96
43.6996,7.28305,14.21
43.6994,7.28415,13.72
43.6994,7.28313,13.52
43.6986,7.28166,14.48
33.6207,-83.8911,17.57
41.7441,-81.1233,20.75
33.4942,-111.926,9.0
32.2087,-110.902,18.21
43.7012,7.28368,14.05
43.7014,7.28413,14.06
39.12,-84.6064,17.9
37.9614,-87.4447,18.04
32.2086,-110.902,15.11
13.0474,80.2417,21.42
53.2613,6.45934,19.93
36.0285,-107.904,21.61
-38.3585,144.94799999999998,17.64
53.8295,-2.6011100000000003,17.03
-33.7953,151.251,17.38
39.665,-103.99600000000001,20.18
33.8687,-118.384,16.77
38.9572,-77.1121,16.04
38.9954,-121.101,19.69
40.1804,-74.843,17.9
38.5785,-90.59700000000001,18.32
32.8766,-117.20700000000001,14.88
42.5921,-71.9746,18.74
51.1803,7.4980199999999995,19.49
38.2659,-93.7392,19.38
41.7276,-86.1563,19.08
42.4345,12.1001,19.31
60.2904,25.0411,17.08
31.4178,-100.51100000000001,17.39
33.998000000000005,-84.3953,14.69
-34.1939,18.4232,20.31
46.0303,0.641883,20.8
34.8934,-85.4711,17.44
33.4671,-117.09,19.71
0.0,0.0,18.42
0.0,0.0,17.96
52.0262,4.31444,16.97
-23.0598,-47.1652,19.33
40.4649,-78.3885,19.81
45.45,-73.75,18.35
13.0708,77.5056,17.63
39.8093,21.3476,19.72
52.7173,-8.39582,20.12
42.9855,-76.0457,20.3
40.465,-78.3894,19.43
36.5862,-76.1625,17.95
42.1378,-88.1311,19.64
40.4649,-78.3894,19.96
38.6213,-77.7217,19.52
33.0401,-117.266,16.62
47.2668,8.26807,20.49
40.775,-77.7704,19.59
35.2098,-89.8233,16.57
39.3765,-75.0735,20.16
39.6332,-104.994,18.95
47.3083,7.37208,19.69
48.5245,7.5882,19.62
30.3459,-91.0709,18.45
27.5566,-82.4347,16.78
-35.4102,-71.6561,6.0
-34.8981,-56.1196,20.0
44.5663,6.686319999999999,21.3
50.9621,4.4943100000000005,17.11
51.4723,-2.59692,17.06
47.3634,7.348889999999999,20.24
50.9695,7.07338,20.05
43.2179,-77.6843,19.06
52.4699,1.7482900000000001,21.22
52.0135,0.23867399999999997,17.99
41.9432,-85.0021,16.65
41.4122,22.8812,20.16
52.6222,1.3242399999999999,19.94
52.7145,1.39087,19.7
52.6261,1.34087,20.98
52.6963,1.41848,20.41
36.06,-86.7552,18.45
47.668,-122.169,16.68
48.6607,6.172219999999999,16.05
51.1802,7.49808,18.65
6.02385,80.7958,19.39
43.0251,-77.5687,17.97
38.9196,-90.0317,20.37
36.3878,-84.8892,20.38
59.7331,30.0777,17.86
38.986,-77.1628,19.61
43.5653,-80.3147,20.9
-33.9778,18.4608,17.42
49.7689,-106.57799999999999,20.02
49.7689,-106.57799999999999,20.71
-22.4303,-47.5641,20.08
40.8022,-74.1232,16.66
51.8446,4.6476,19.1
39.1449,23.4397,21.6
52.3971,13.0485,18.89
42.0612,0.8817189999999999,19.26
34.0694,-118.384,15.53
37.9688,-1.20832,19.64
40.841,-1.9757099999999999,18.36
38.7062,-77.4354,19.25
20.7708,-156.298,20.84
50.516999999999996,5.4380500000000005,21.01
34.0607,-117.161,18.95
34.0629,-117.163,17.72
3.14723,101.667,17.54
57.1405,16.9965,21.53
46.5905,-87.3857,21.06
32.5294,-84.9264,18.13
33.3371,-111.425,20.41
51.1802,7.49781,19.89
41.4153,22.8809,20.34
-38.2448,145.96,20.1
52.31100000000001,-0.032269,19.11
52.0136,0.238879,17.2
36.7145,-76.2418,18.52
39.029,-77.4822,15.86
39.0724,-94.3637,20.22
51.3132,-0.7256400000000001,17.88
30.3732,119.868,17.18
30.4388,-97.8353,18.46
30.4366,-97.8249,15.36
37.2804,-122.12,20.43
42.4755,-77.4954,20.86
51.875,4.43179,14.2
33.0327,-117.286,16.12
47.6152,20.7355,20.52
47.6099,20.732,20.47
48.413999999999994,2.72687,19.32
36.3301,6.577000000000001,18.3
24.81,46.6892,19.56
37.1603,-104.766,19.3
-33.7954,151.25,20.49
44.7746,-123.95,19.43
36.0598,-86.7554,18.62
32.5018,-84.9414,17.72
42.586000000000006,-88.5401,22.71
43.7552,11.0432,19.6
53.1513,13.0627,21.27
34.0643,-117.165,18.18
34.0628,-117.16,17.97
34.0628,-117.163,19.51
0.0,0.0,19.59
51.1802,7.49804,18.87
42.9168,-85.5042,17.69
51.1802,7.4980899999999995,19.46
34.1334,-117.85700000000001,18.89
0.0,0.0,18.47
50.27,8.43713,20.88
51.1802,7.49794,20.07
34.0642,-117.162,19.56
34.0641,-117.162,19.87
33.4671,-117.09100000000001,20.34
34.0631,-117.147,19.85
34.0631,-117.17399999999999,19.66
39.4122,-7.45052,19.39
39.5045,-7.46241,21.72
41.7636,-72.9425,19.9
0.0,0.0,19.09
44.0891,-123.12899999999999,19.17
38.5281,-119.446,20.84
44.2122,-89.1652,21.54
47.4545,18.4393,21.51
0.0,0.0,17.97
45.7019,17.7011,18.2
49.4795,8.286950000000001,19.86
40.7454,-76.8593,20.0
52.424,12.9969,20.16
44.428000000000004,24.3826,14.61
42.6155,2.42265,20.27
-33.7355,149.579,22.93
41.3485,21.5576,16.78
45.4475,-71.1,17.85
35.9076,-78.6651,16.92
35.9078,-78.6655,16.2
-33.4538,-70.6171,13.84
37.2766,-108.48299999999999,19.31
38.8587,-95.8992,21.26
39.461999999999996,-74.9782,16.96
52.7084,1.46519,17.98
39.5067,-75.1299,19.14
53.0197,5.202369999999999,21.03
48.4141,2.7267200000000003,18.62
35.2951,-93.0789,19.78
50.1994,8.84881,19.4
48.4556,-2.7039299999999997,20.65
48.4014,-2.58585,17.05
25.5331,55.9131,19.41
47.8437,16.029,19.09
1.65398,103.211,17.65
34.2857,-118.655,15.2
48.5006,-2.9532,21.05
25.03,121.579,20.42
48.4668,-2.94864,21.1
42.5296,-71.1002,19.09
48.4206,-2.83199,20.7
49.3648,8.52629,16.49
13.6785,-89.2855,17.93
33.0327,-117.286,16.16
53.2447,-2.6636,18.32
-37.7848,144.999,16.76
34.4569,-119.795,19.5
48.8084,9.22203,18.03
36.9718,-82.5583,14.54
38.7165,-120.86,20.28
43.5654,-80.3148,19.55
41.445,-90.4543,18.08
0.0,0.0,19.85
34.8683,136.197,20.39
51.0869,-0.317506,19.69
47.2667,8.2678,20.76
35.2592,-120.756,19.16
36.0304,-107.911,21.6
29.5479,34.9558,17.91
37.5126,-121.95100000000001,18.02
33.4484,-112.074,8.0
52.4801,13.6019,19.97
51.1803,7.49799,20.99
34.4569,-119.795,19.83
44.6513,4.25214,19.87
-36.84,-73.0842,18.32
51.1801,7.49792,21.1
42.1384,-88.131,20.09
43.2934,11.4655,20.85
47.2665,8.26789,20.82
31.4179,-100.51100000000001,17.22
43.5185,0.963676,20.02
43.5184,0.963573,19.92
41.5226,1.47907,20.47
33.0328,-117.286,19.17
42.4047,-83.2935,19.7
33.0327,-117.286,17.89
33.0327,-117.286,18.0
35.1723,129.048,6.0
48.2344,7.3677,20.72
19.6136,-99.1923,6.0
50.9601,4.49141,17.16
52.6976,1.49663,20.35
52.6095,1.45821,20.19
52.7045,1.43794,20.01
52.6195,1.33066,19.78
-38.2448,145.96,18.58
33.0327,-117.286,19.59
33.0327,-117.286,17.46
33.0327,-117.286,17.53
33.0327,-117.286,18.5
33.0327,-117.286,19.46
33.0398,-117.26700000000001,16.04
33.0399,-117.266,16.28
38.7635,-112.555,17.63
36.0192,-79.8532,18.87
39.2775,-77.538,17.27
39.2135,-77.5329,17.25
33.0326,-117.286,16.92
36.0198,-79.8538,20.22
-37.8865,145.023,18.21
33.0328,-117.286,17.35
33.0328,-117.286,17.41
33.0336,-117.286,17.02
52.3999,13.0775,19.41
52.3862,13.0707,19.49
52.3999,12.9742,20.3
52.4008,12.9916,20.19
52.4011,13.0059,20.14
43.7,7.28545,13.94
43.7007,7.28091,14.14
52.3862,13.0707,19.49
52.3971,13.0487,19.33
43.7017,7.28488,14.08
50.9601,4.49084,16.96
52.4016,13.0597,18.82
46.2477,7.026910000000001,20.6
36.0192,-79.8532,20.66
44.5347,-78.8011,18.76
32.3527,-110.99,17.25
52.0136,0.238795,17.98
36.06,-86.755,18.7
57.0431,16.8897,20.73
33.0286,-117.279,19.94
33.6353,130.466,17.86
51.1803,7.4981800000000005,19.41
41.3433,21.5478,18.32
32.5074,130.602,20.2
39.0722,-94.3636,18.78
37.1316,-76.5151,16.97
0.0,0.0,21.55
41.8484,-72.9425,17.96
47.7071,25.8359,7.0
51.1801,7.498060000000001,19.41
53.5582,9.88316,17.17
31.9836,-111.301,17.66
33.0328,-117.286,15.73
41.9673,-86.3674,19.18
36.1341,-75.7338,20.01
36.1356,-75.7325,19.47
42.6383,-71.7865,19.42
45.8693,14.9337,21.39
41.8484,-72.9427,17.24
19.3573,-99.2042,16.88
41.8484,-72.9428,16.62
33.0329,-117.286,17.41
30.188000000000002,-99.319,21.22
33.35,-83.2383,20.05
35.4518,-97.5322,17.89
54.2374,-1.34781,21.58
33.3416,-111.427,21.87
50.9603,4.49124,17.39
44.5129,-78.929,18.23
33.0327,-117.286,19.43
45.4772,8.88375,19.53
29.6188,-96.665,21.02
30.2668,-81.502,17.29
-31.7545,115.738,19.7
33.0327,-117.286,19.44
51.2509,-0.15023,17.75
40.1033,18.4777,20.56
43.4926,-70.4534,9.0
50.8817,5.9607600000000005,18.72
35.4837,52.335,18.89
29.3466,-98.4363,15.86
44.5555,9.52192,20.15
41.8924,-87.6751,17.3
36.0192,-79.8532,19.05
29.9165,-83.2738,20.01
38.8826,-77.2996,15.1
38.8936,-77.3058,16.77
38.876,-77.2845,16.46
34.0747,-78.7209,19.15
38.8824,-77.296,15.04
42.5527,-112.059,18.27
49.3943,2.80211,17.12
42.3382,-83.3092,13.3
42.3156,-83.29799999999999,15.73
38.4778,-86.0059,15.23
27.5112,-109.936,17.686700000000005
27.5144,-109.944,17.6333
27.4938,-109.94,16.53
61.2867,28.6322,21.1
61.2586,28.8339,19.59
40.84,-74.72,19.94
39.3533,-84.24799999999999,18.04
24.4993,118.141,18.93
51.4614,-3.4533099999999997,16.98
-29.8786,-71.2525,18.76
46.9824,-65.5858,16.67
35.2037,-97.3978,19.05
35.2154,-97.3726,19.69
35.2038,-97.4764,16.93
35.2207,-97.4438,10.22
35.2008,-97.4506,18.29
-30.5378,-71.1517,20.91
-23.5879,-70.3936,16.44
34.7053,-82.9503,19.43
45.4521,28.0412,18.48
35.1893,-97.4504,16.23
-30.5892,-71.1856,17.95
36.1185,-97.0694,18.06
44.4241,24.3516,16.17
51.3333,12.3777,17.94
51.3351,12.3784,16.31
51.3368,12.3812,14.27
51.3438,12.3782,17.27
51.3438,12.3782,17.29
51.3437,12.3716,17.78
51.335,12.3717,15.07
52.3971,13.0488,19.25
46.3802,16.4456,19.94
-41.4577,-72.9339,6.0
48.4593,-2.71612,20.65
48.4494,-2.74822,17.6
48.4819,-2.79204,19.1
32.2016,-110.85799999999999,16.5
32.0892,-111.118,20.06
35.1609,129.035,14.85
49.7947,18.1681,9.0
32.661,-114.449,19.5
31.32,-113.16,18.85
39.781,-74.6282,20.21
39.8132,-74.4221,20.54
-30.8208,-71.2531,20.94
39.4365,-77.7873,20.26
37.7913,-122.43700000000001,18.28
-30.2192,-71.0883,20.49
43.1446,-79.7357,19.43
37.7794,-122.454,18.15
37.7564,-122.492,18.58
35.5022,-97.6679,17.22
36.1283,-115.086,15.47
43.3728,-70.4332,19.92
32.8945,-109.853,20.96
35.181999999999995,-97.4498,18.7
35.2182,-97.3964,19.24
35.5183,-97.4156,18.82
35.2184,-97.4235,15.45
35.2005,-97.4501,18.37
32.3157,-110.965,17.66
41.7156,-71.9141,19.46
44.43,24.36,17.72
37.7877,-122.49,18.78
37.7994,-122.434,17.46
46.693999999999996,15.1876,20.71
32.21,-110.90799999999999,18.3
35.1577,129.02700000000002,17.12
35.2011,-97.4508,17.46
35.1831,-97.4569,18.67
35.1966,-97.4763,18.14
35.2132,-97.4766,17.44
35.2329,-97.4972,17.78
35.2329,-97.4753,16.55
35.2329,-97.47,12.74
35.2356,-97.459,18.12
4.8281600000000005,-74.0899,18.09
43.1833,-79.5167,19.55
38.7229,-89.7705,19.95
39.5583,-104.876,17.47
31.9654,-111.598,21.17
36.1283,-115.086,17.01
32.6606,-117.089,17.86
41.6119,-71.9791,19.86
35.4348,-97.4716,17.29
35.2098,-97.4459,17.27
35.2111,-97.4424,17.48
35.2078,-97.4413,15.64
35.2092,-97.4412,16.9
35.207,-97.4111,15.99
35.2038,-97.4441,17.22
35.2038,-97.445,17.26
35.2052,-97.4461,17.54
35.3571,-97.3813,18.45
35.2072,-97.4443,17.82
35.2046,-97.4443,18.17
36.1656,-115.32600000000001,17.77
35.2005,-97.4501,14.02
35.2007,-97.4523,15.18
35.1991,-97.4524,18.25
35.2007,-97.456,18.34
35.1998,-97.455,17.62
35.1953,-97.4563,18.07
35.1957,-97.4546,17.78
35.1879,-97.4529,17.48
35.1948,-97.4539,18.28
35.1834,-97.455,18.45
35.1845,-97.4539,17.05
35.1866,-97.4587,18.6
35.1873,-97.4584,18.62
35.2017,-97.4513,18.02
-30.0728,-70.7267,21.24
32.0962,-110.98200000000001,18.45
-29.9917,-70.88,21.32
43.4528,-70.6047,20.6
39.1969,-119.932,21.15
39.5097,-105.34200000000001,19.95
-30.1501,-70.8511,21.4
49.1997,-122.955,18.0
-30.2531,-70.7524,21.5
39.5015,-80.1353,19.16
44.43,24.36,18.13
44.43,24.36,17.46
44.43,24.36,17.47
44.43,24.36,18.22
44.43,24.36,17.64
35.3649,-97.5278,16.01
32.1711,-110.82600000000001,18.53
41.9895,-72.258,19.9
67.4246,26.6123,19.58
4.39023,-73.9355,10.0
-33.6548,-70.9062,18.4
32.2015,-110.781,18.52
33.2147,-111.92,19.64
52.0685,-0.39523400000000003,18.08
33.8047,-106.891,18.6
33.0396,-116.59200000000001,17.01
41.9368,3.19538,17.87
49.1738,8.75447,21.05
-27.4638,153.002,16.72
30.2093,-97.8371,19.14
43.6555,-116.315,16.58
54.765,-3.22617,20.84
52.2208,0.152306,17.21
41.9368,3.19539,17.45
48.5361,-2.7656400000000003,18.7
48.5156,-2.76777,19.2
26.8798,-80.0534,18.31
26.8798,-80.0534,18.24
32.5274,-84.9161,6.0
48.5057,-2.8121099999999997,18.8
48.4829,-2.79122,19.15
52.3974,13.0487,18.72
37.400999999999996,-5.9871099999999995,17.13
-30.5043,151.668,22.23
40.6963,-111.86399999999999,18.57
38.8936,-77.0758,17.95
38.8887,-77.0404,17.34
38.8889,-77.042,17.6
35.5453,-97.3013,19.42
48.4209,-2.6573599999999997,19.2
54.2876,13.0495,20.2
48.4111,-2.65191,20.65
54.2257,12.9807,20.95
54.2072,12.9119,21.18
54.2087,12.8501,21.34
35.5453,-97.3013,19.42
32.4538,130.639,20.5
-30.5042,151.667,21.95
-30.6097,-71.2206,20.01
43.8094,-70.8615,20.05
-30.37,-71.2353,21.49
-30.4117,-70.9314,21.58
35.2721,-97.4859,18.96
35.2619,-97.4855,17.0
35.2665,-97.4884,16.61
35.2038,-97.4829,17.13
36.1283,-115.086,17.07
35.2248,-97.4851,16.13
35.2243,-97.4852,15.65
35.2272,-97.5119,17.65
35.2184,-97.4771,14.14
-30.3639,-70.7861,21.81
-30.3886,-70.8586,21.61
-30.39,-70.9889,21.43
-30.39,-70.9889,21.64
-30.39,-70.9889,21.63
32.3897,-110.994,19.07
4.74051,-74.0467,16.95
43.3365,-70.6675,22.89
35.177,129.026,16.72
41.7565,-71.9234,11.11
41.9872,-72.3576,17.17
44.43,24.36,17.78
44.43,24.36,17.9
32.6081,-116.613,20.62
44.43,24.36,18.14
44.43,24.36,18.13
44.43,24.36,17.54
35.1909,-96.9896,20.6
44.43,24.36,17.87
53.37,-2.16,18.54
44.43,24.36,17.83
26.8798,-80.0534,17.14
40.2861,-105.375,19.58
51.086000000000006,-115.361,16.19
42.57,-70.89699999999999,18.02
34.09,-118.36200000000001,6.0
38.8718,-82.9932,20.4
28.6683,-17.9031,21.15
28.6682,-17.9031,22.0
34.1389,-117.54299999999999,6.0
28.6683,-17.9031,21.02
28.6681,-17.9032,21.7
40.6236,-111.477,18.05
18.7745,99.0523,18.0
18.7745,99.0523,18.0
36.9873,-95.6249,6.0
28.6681,-17.9031,20.74
28.6681,-17.903,21.03
47.0376,13.8008,21.46
28.6682,-17.9031,21.12
28.6683,-17.9032,21.26
28.6683,-17.9031,21.31
28.6683,-17.9031,21.88
28.6683,-17.9032,20.31
24.6282,-82.8741,20.43
49.1741,8.75434,20.09
26.8798,-80.0534,17.48
52.3903,13.0375,19.64
52.3839,13.0278,20.01
46.6765,-71.4592,19.85
28.6683,-17.9031,22.0
50.7891,4.82875,20.63
28.6683,-17.9032,21.24
57.3668,17.0916,21.88
57.3209,16.9982,21.71
28.6683,-17.9031,21.97
35.8307,-78.5872,17.64
33.4829,-111.93299999999999,17.79
48.8694,2.03055,19.2
33.4444,-111.572,20.29
35.2952,-93.0791,19.23
29.6825,-82.4939,20.24
42.2961,2.9508799999999997,19.1
41.7385,-86.178,19.27
43.6597,1.37681,17.58
40.1728,-76.998,19.38
47.3915,7.75375,11.61
51.0071,3.89408,18.97
30.2722,-90.9963,19.16
39.6413,-105.08200000000001,16.81
57.7447,12.6447,21.52
47.7668,-122.199,14.75
38.5579,-121.75299999999999,19.25
52.3022,4.7054,16.44
33.5694,-112.206,18.37
48.4141,2.7267799999999998,16.68
37.7472,127.042,10.52
20.7532,-105.456,21.7
52.4971,13.4068,18.04
33.04,-117.266,17.19
41.7714,-88.1477,14.39
48.4141,2.72685,16.51
56.6835,9.777560000000001,18.31
41.7733,-88.1309,15.73
33.3508,-111.411,20.57
53.1763,6.6264899999999995,20.36
38.4867,-90.7683,19.03
34.9904,-99.2389,20.78
61.2597,24.4031,21.26
53.25,-2.63333,20.1
-29.8633,-71.2394,18.09
-30.1686,-70.8061,21.63
32.2198,-111.111,19.73
41.1202,-88.4581,6.0
-53.153,-70.9361,17.0
-22.4633,-68.9432,17.5
52.5187,13.347999999999999,18.15
-34.637,-58.6835,17.0
32.2979,-110.993,16.87
32.3233,-111.055,18.98
-31.2336,-71.2319,21.25
-31.2336,-71.2319,21.25
32.2409,-111.15899999999999,20.63
32.1884,-111.09700000000001,20.01
52.5389,13.3072,18.54
52.5224,13.2985,18.45
52.5173,13.3702,18.19
52.5122,13.3743,18.05
52.5654,13.3958,18.95
52.5624,13.4115,18.96
52.519,13.3301,18.5
52.5131,13.3347,18.25
52.4956,13.3468,18.44
52.49,13.3142,17.8
52.3857,13.1531,20.06
52.3365,13.1332,20.5
52.316,13.0939,20.77
52.3013,13.0478,20.59
52.2953,12.9387,20.9
52.2104,12.8938,21.18
52.1844,12.8455,21.28
52.1733,12.8251,21.26
52.1182,12.73,21.4
52.0328,12.614,21.45
51.9848,12.5307,21.53
51.9651,12.4724,21.46
51.922,12.4425,21.35
51.8916,12.4024,21.09
51.7145,12.2134,21.01
51.5421,12.1929,20.25
51.4159,12.1912,20.19
-30.6174,-71.2303,19.85
-36.8284,-73.0353,18.22
-36.812,-73.0687,18.71
32.3227,-111.01299999999999,18.84
42.467,-82.9494,20.0
32.2507,-110.756,19.8
32.1942,-110.816,17.18
32.205999999999996,-110.755,20.03
35.5124,-97.5248,17.71
30.1633,-98.0794,20.45
37.2509,-79.9324,13.97
32.3203,-110.85799999999999,19.7
32.1814,-110.85799999999999,17.71
-33.7954,151.251,19.7
49.4395,9.34881,17.5
48.5015,-2.65342,20.95
32.207,-110.824,17.41
37.2814,-79.9333,11.85
37.2714,-79.9389,16.37
32.2272,-111.02,19.13
35.4066,133.47799999999998,21.18
44.43,24.36,18.59
41.75,-86.18,18.6
27.4772,-82.63799999999999,18.53
37.3993,-77.5141,17.88
-30.6019,-71.1606,20.86
