Latitude,Longitude,SQM Reading
47.4417,-122.568,19.06
52.0135,0.23869400000000002,16.97
51.1803,7.49794,19.18
34.2693,-118.72399999999999,19.62
48.2058,16.354,16.56
45.5715,-73.6597,19.14
38.5707,-92.1923,18.47
34.8929,-85.4711,17.49
39.5477,-119.89299999999999,20.8
43.5422,-116.28,19.53
51.1802,7.49793,20.08
40.654,-75.3887,19.54
20.9293,-100.745,17.13
37.0366,-122.031,20.32
33.0327,-117.286,17.3
54.2762,-2.75435,19.75
51.1803,7.49798,19.69
-36.828,-73.0103,12.12
51.0581,0.09521900000000001,20.39
41.7733,-88.1308,14.37
41.7224,-72.2001,16.72
41.7186,-72.2126,16.97
41.718,-72.2099,12.17
29.1833,-102.962,21.11
35.6339,139.499,17.7
52.6054,1.26474,19.96
38.9259,-84.3865,17.51
37.4946,-119.889,21.15
37.4946,-119.889,21.66
42.3068,2.71163,18.24
0.0,0.0,13.92
-36.4841,-72.7037,19.9
40.9482,-85.3789,19.61
35.196,-111.406,21.68
35.1959,-111.406,21.48
40.7134,-94.2438,20.01
34.3542,-118.55,18.38
36.7145,-76.242,19.57
27.4649,-109.943,15.78
33.3371,-111.425,20.3
47.4573,12.3826,18.01
41.5495,-90.6073,17.97
36.7147,-76.242,19.54
30.2029,-98.0144,20.66
22.2596,114.137,18.83
51.3304,12.3543,19.24
53.0613,-2.53077,19.93
32.2984,-111.001,17.38
33.0327,-117.286,17.28
50.6577,-3.63513,20.4
33.0327,-117.286,18.7
43.7287,-80.8034,20.33
47.2877,8.24765,20.69
37.4792,-3.04461,19.29
55.6884,37.5326,20.4
42.2267,1.7554500000000002,21.41
32.9426,-96.3936,20.44
32.7598,-96.4518,18.24
50.9286,4.8333200000000005,19.88
46.7562,-72.8123,20.08
55.2935,11.7487,18.03
-36.8439,-73.1002,17.02
32.1793,-110.943,18.16
32.3086,-110.87799999999999,19.05
54.67,-5.99324,18.46
38.6176,-90.2272,19.38
32.2683,-110.961,16.09
36.0999,-86.7689,18.51
29.5434,-95.2025,18.14
34.7922,-83.4349,17.06
27.4911,-109.963,13.6167
39.0913,-77.08800000000001,18.55
35.6824,-105.97200000000001,18.62
-29.8811,-71.2472,17.53
-30.8239,-71.2656,21.04
41.7511,-71.9267,18.76
39.5015,-80.1353,18.62
41.957,-72.3067,16.49
35.2085,-97.4941,18.44
-29.8714,-71.2292,16.46
35.2226,-97.4394,14.48
35.2345,-97.4324,18.57
35.2328,-97.4444,16.41
-31.0,-71.0,19.67
-30.5378,-71.1517,20.89
-30.0335,-70.7246,20.51
-29.8813,-71.2509,17.38
-29.8689,-71.2297,17.9
22.1432,-101.03299999999999,18.83
39.9128,-75.0244,17.75
38.7717,-90.0148,17.49
37.2704,-76.7027,18.26
36.1161,-97.1238,13.37
25.0558,121.37100000000001,16.79
51.3352,12.379000000000001,14.56
51.3391,12.3803,17.15
51.3407,12.3793,17.08
51.3416,12.3813,17.92
51.3439,12.3724,16.79
51.2095,16.2076,7.0
32.4444,-110.98100000000001,20.46
33.0281,-108.171,21.74
43.1573,-79.9304,19.15
-30.1861,-71.0989,21.3
39.5836,-77.7315,19.52
37.7694,-122.48,18.83
35.177,129.026,14.82
46.6466,15.5223,20.18
41.6779,-86.1308,18.63
40.8729,-73.9682,17.22
43.5633,-70.3666,19.81
41.6066,-93.5158,18.93
44.43,24.36,18.25
-20.3487,-40.2842,16.0
54.7648,-3.22648,20.91
39.5748,-77.6915,19.41
37.7545,-122.446,18.5
-30.4853,-71.0797,21.49
37.7583,-122.427,18.16
39.4725,-74.3303,20.29
48.4951,-2.7317,18.3
35.2621,-97.48700000000001,17.03
35.2034,-97.4828,17.35
35.2323,-97.4849,17.04
35.2318,-97.4851,16.47
35.2299,-97.4851,14.74
35.2296,-97.4851,14.45
35.2278,-97.4851,15.92
32.4868,-85.0123,15.0
35.2327,-97.5121,13.78
-30.3639,-70.7861,21.67
31.9955,-111.29799999999999,21.62
48.3229,-2.58355,20.9
-38.2448,145.96,21.77
51.3391,-116.055,20.01
38.8907,-77.0376,17.63
54.1987,12.8693,21.25
35.7536,-98.51899999999999,20.65
49.8536,-97.2459,18.54
40.0621,-82.8861,18.11
52.358000000000004,4.57177,19.77
45.1456,-121.228,21.4
43.6598,1.37684,18.31
32.2948,-98.1471,21.73
29.1467,-80.967,18.82
42.449,-88.4526,20.88
39.6332,-104.994,19.25
52.5304,13.3916,17.38
52.5316,13.3909,16.71
33.3839,-111.494,19.54
32.3725,-111.12799999999999,19.81
32.6103,-110.79700000000001,21.55
36.8043,127.06200000000001,15.31
34.2125,-118.333,17.68
42.9816,-77.3481,19.49
39.2659,-76.9838,14.58
50.9682,-1.31055,18.52
38.0499,-122.197,14.24
35.2947,-93.0741,19.34
38.5579,-121.75299999999999,19.48
31.4733,74.3696,17.57
47.5996,8.69191,20.85
52.3021,4.705419999999999,21.47
-30.015,-51.1887,14.33
-30.0149,-51.1884,13.76
40.3256,-4.69105,19.24
40.5412,-105.15899999999999,20.65
38.558,-121.75299999999999,17.0
25.9398,-97.4814,17.7
33.0298,-117.279,19.6
28.6681,-17.903,20.9
33.0285,-117.28299999999999,19.72
47.6133,20.7354,20.65
33.0328,-117.28299999999999,17.79
33.0327,-117.28299999999999,17.7
38.558,-121.75299999999999,17.05
33.6334,-112.288,19.24
28.6683,-17.9032,20.69
33.0402,-117.266,16.69
33.0401,-117.266,17.39
33.04,-117.266,15.53
33.0401,-117.266,15.54
33.0397,-117.266,15.41
33.0401,-117.266,15.42
48.8141,9.27128,19.82
33.0401,-117.266,14.58
33.0401,-117.266,16.86
33.0399,-117.266,18.84
52.3973,13.0488,19.28
49.0004,21.247,19.43
31.86,-110.07700000000001,20.32
39.583,-77.0037,10.0
46.7738,7.15873,17.73
52.9014,-113.656,20.96
29.7017,-95.4055,16.62
33.0401,-117.266,18.64
29.6824,-82.4939,21.89
34.1722,-118.57700000000001,17.59
36.6771,-6.40952,21.02
26.3383,-80.6279,21.28
55.449,11.9704,21.3
42.5875,-5.5727199999999995,16.84
30.4334,-86.8771,13.91
35.2955,-93.0793,19.62
40.2079,-74.1743,20.1
52.1922,5.3866,19.26
61.1569,24.7011,21.1
44.43,24.36,17.44
-29.865,-71.2397,18.31
44.43,24.36,18.12
32.6592,16.9244,18.64
35.3267,-97.3445,19.25
35.211,-97.447,17.46
35.3334,-97.365,18.89
35.3635,-97.4038,18.13
35.3499,-97.3703,19.05
35.2039,-97.4427,16.44
35.2038,-97.4445,15.65
36.16,-97.0801,18.82
36.1403,-97.0668,17.5
35.1988,-97.4443,17.14
35.2017,-97.4546,17.96
35.198,-97.4553,18.21
35.1971,-97.455,17.94
35.1971,-97.4555,18.33
35.1962,-97.4562,18.3
35.1915,-97.4557,18.02
35.1903,-97.4561,18.23
35.1931,-97.4516,17.46
35.1883,-97.4565,18.22
35.187,-97.456,18.41
35.1841,-97.4571,18.34
35.186,-97.4578,17.58
-30.0728,-70.7767,21.3
-30.2244,-70.655,21.52
-30.0344,-70.8156,21.28
-29.9917,-70.88,20.9
-30.0616,-70.8186,21.33
-30.1142,-70.8601,21.29
-30.1501,-70.8511,21.42
49.2118,-122.96600000000001,18.3
49.1999,-122.955,18.0
49.2042,-122.943,18.22
58.265,26.4637,21.06
-30.1908,-70.7803,21.43
-30.2282,-70.7726,21.45
35.5624,-97.61,17.76
39.5367,-77.6472,19.45
39.4644,-77.72710000000002,19.81
31.32,-113.6,19.93
-30.54,-71.1542,21.13
-30.4853,-71.0797,21.55
-30.3039,-71.0653,21.66
35.2673,-97.486,19.2
35.2666,-97.4862,18.27
35.2663,-97.4869,17.05
35.2671,-97.4878,13.6
35.266999999999996,-97.488,14.66
35.2648,-97.4894,17.46
35.2617,-97.4945,13.9
35.2034,-97.4812,15.15
35.2314,-97.4851,16.88
35.2252,-97.4851,15.61
35.2212,-97.4833,15.57
35.2213,-97.4827,17.04
35.2335,-97.4943,13.94
35.2328,-97.4855,14.22
35.2328,-97.5072,14.25
-30.2764,-70.6689,21.39
-30.2764,-70.6689,21.61
-30.32,-70.7342,21.7
-30.3639,-70.7861,21.66
32.1659,-110.806,16.97
42.2086,-72.4977,16.62
34.1409,-116.21600000000001,20.72
39.6608,-74.5519,20.72
35.5742,-97.5802,17.96
46.7192,15.4091,20.9
46.7328,15.3919,21.07
46.9677,-65.6341,20.65
35.6531,-97.7559,16.42
35.6521,-97.7659,18.89
35.6434,-97.7714,19.25
35.5948,-97.8506,20.33
35.5444,-97.6212,17.85
32.2353,-110.904,18.5
-36.7665,-73.0129,16.53
32.2332,-110.949,18.28
32.2369,-110.943,18.56
32.2446,-110.943,18.36
32.2593,-110.946,18.61
32.3103,-110.978,18.7
36.6539,-84.1261,18.0
48.0378,-122.148,6.0
33.5847,-7.6282,15.98
34.0052,-4.98051,23.0
-36.8149,-73.0771,15.59
50.4631,4.84741,19.16
-36.8275,-73.0447,17.0
-30.1686,-70.8061,21.61
-30.1686,-70.8061,21.56
50.4136,6.64403,21.3
32.1964,-111.02,19.64
-22.4634,-68.9432,17.5
-31.2336,-71.2319,21.25
37.8362,-122.249,6.0
40.3835,-104.985,17.74
32.0146,-102.09899999999999,19.22
-28.5689,-70.7662,17.0
-35.8339,-71.6013,17.0
32.2712,-111.21799999999999,20.91
32.1498,-111.12700000000001,20.65
52.5237,13.2974,18.64
52.5454,13.2953,18.56
52.5255,13.3466,18.36
52.5117,13.3706,18.02
52.4946,13.3298,18.57
52.4646,13.2889,19.04
52.4208,13.1957,19.55
52.4091,13.1949,20.03
52.393,13.1689,20.14
52.3892,13.1562,20.15
52.364,13.1429,20.12
52.305,13.0867,20.85
52.3006,13.0236,20.49
52.2881,12.9154,20.84
52.1819,12.8424,21.3
52.0849,12.6734,21.31
51.6596,12.203,20.78
32.2086,-110.902,18.21
49.1738,8.75453,20.54
43.1031,-3.20638,20.9
51.1952,-0.8192370000000001,21.07
52.9124,-3.5971900000000003,19.81
42.1033,-2.13626,21.41
52.4147,9.603589999999999,19.55
41.7635,-72.9428,19.93
28.6682,-17.9032,20.76
34.1293,-117.535,18.0
39.9938,-105.31,21.08
32.3614,-111.01299999999999,19.62
35.1193,129.082,6.0
46.1158,8.96381,19.8
28.6683,-17.9031,20.88
58.9325,23.5421,17.15
38.7817,-76.2237,19.28
31.5692,-110.11399999999999,21.36
-30.834,-71.2548,19.84
37.1966,-80.1535,20.49
38.8244,-76.2675,19.75
42.3178,-83.2972,15.52
42.3134,-83.291,15.63
42.3088,-83.2781,15.6
42.3074,-83.2771,15.52
42.3109,-83.2795,15.5
42.3166,-83.29799999999999,15.52
48.4848,-2.96129,21.15
48.4011,-2.90689,20.35
35.5656,-97.2795,19.42
33.5954,-7.6682,15.95
-36.748000000000005,-73.0993,14.04
42.4039,-83.0668,21.0
-36.7546,-73.0919,13.28
32.2361,-110.825,18.71
30.1979,-98.0943,19.81
-36.736999999999995,-72.9914,17.4
41.4927,-87.6998,6.0
32.3086,-110.86,19.66
38.2586,-85.5458,7.0
48.5101,-2.89222,20.6
48.5004,-2.95333,20.95
48.4672,-2.94872,21.0
-33.6539,-70.9065,16.58
37.2578,-79.9553,17.64
32.2171,-111.021,19.13
36.1053,-115.102,16.88
38.8284,-77.17399999999999,18.23
41.7478,-86.1768,19.01
40.6842,-75.7846,20.16
32.661,-114.449,19.71
32.1477,-110.969,18.86
-30.195999999999998,-70.78,21.43
-30.2531,-70.7524,21.46
46.7336,15.4554,20.96
36.1053,-115.102,17.25
4.74051,-74.0467,17.42
46.3264,17.6975,20.8
35.3519,-97.3678,18.78
41.65,-71.89,19.79
35.5802,-97.8159,20.32
-29.8871,-71.2505,16.11
32.1129,-110.796,19.54
40.86,-74.75,19.26
33.6667,-112.117,20.2
37.5424,-5.0849,19.01
34.4582,132.921,19.32
41.662,-77.825,21.17
30.9876,-82.8787,20.93
59.9145,18.9357,21.93
42.5854,-88.5374,20.39
36.0654,-107.969,21.39
30.6591,-81.432,19.23
30.6387,-81.4358,20.74
36.7986,-119.89200000000001,21.52
34.9399,-91.8625,18.15
48.6762,10.1519,19.59
-30.5042,151.667,20.61
44.068000000000005,3.70716,21.39
52.3667,6.08913,19.6
44.068000000000005,3.7073099999999997,20.73
30.7558,-98.2587,18.58
44.0671,3.68382,21.21
-30.3125,139.336,20.74
38.4006,-122.87100000000001,20.38
46.6558,16.1739,20.7
44.8286,-111.431,18.97
26.459,-82.1526,18.41
30.5983,-81.4423,18.92
19.6695,-99.1655,17.5
44.3749,4.4201,16.25
52.9682,-6.019909999999999,20.6
32.2322,-110.948,17.61
42.0849,1.8607599999999997,20.4
0.0,0.0,20.47
-20.3087,30.0464,20.7
40.7157,8.55182,17.08
28.31,-16.4129,17.83
40.4618,-74.8426,20.19
-38.2448,145.96,20.66
59.3649,17.9492,19.46
41.6775,-87.0091,20.27
59.67100000000001,18.2892,19.46
53.8723,-2.39371,18.61
0.0,0.0,19.6
0.0,0.0,19.83
44.5126,14.4949,21.35
44.5126,14.4949,21.35
42.9798,-77.4575,20.18
37.1882,-113.001,21.3
42.854,-106.329,18.84
-30.5042,151.667,20.15
42.6823,-82.9524,19.79
48.8119,9.737919999999999,18.48
38.4014,-111.64299999999999,20.19
35.8015,-121.037,21.21
55.2564,37.4564,20.62
50.7763,7.1845,18.44
30.5983,-81.4424,20.95
44.0677,3.7073699999999996,21.26
41.7172,-72.3235,20.47
30.6522,-81.4332,20.53
34.9821,-91.6547,19.0
33.3418,-111.427,20.86
52.9906,-113.414,20.5
30.1963,-97.7308,21.57
38.8874,-119.821,21.43
-22.6287,-46.3951,20.17
51.4998,6.83155,20.05
56.7061,16.6371,21.53
29.3212,-103.602,21.61
41.9937,-72.3638,18.85
42.4186,-71.4125,20.38
-6.3927,106.762,13.9
27.4874,-109.971,17.95
36.3203,59.4818,16.24
49.1738,8.754480000000001,18.69
49.1738,8.75447,19.68
59.6617,18.2753,21.32
-37.0682,142.79399999999998,20.65
49.6437,8.64229,20.71
52.3667,6.08931,19.76
52.4007,13.0481,19.37
42.7617,10.8871,21.39
52.3831,13.0751,19.69
42.5701,-70.8969,17.7
52.3701,13.0851,19.98
52.3971,13.0487,19.62
50.4959,-4.10329,21.41
37.2157,-113.26700000000001,20.57
37.6927,-121.734,17.24
53.6055,8.58985,19.99
-31.921999999999997,115.759,19.13
46.656000000000006,16.1742,18.61
47.5738,6.8627899999999995,19.07
35.2023,-80.8495,17.88
-38.2448,145.96,21.56
35.8706,139.616,19.11
-33.7626,151.089,18.54
36.0702,-107.958,21.04
30.6591,-81.432,19.4
27.5238,-109.936,19.05
50.4336,30.5419,15.48
22.3609,114.171,16.77
33.1368,-117.1,19.98
-44.1507,-155.391,9.0
39.5481,-104.97399999999999,19.62
28.6683,-17.9032,19.13
39.5092,-75.6619,10.0
0.0,0.0,19.14
39.0026,-94.59,17.91
53.4585,11.5568,21.43
28.6681,-17.9031,20.8
35.9636,-114.833,18.84
56.7967,16.7854,21.93
36.025,-114.948,17.48
35.3261,-97.3369,19.61
-29.9386,-71.2253,19.68
0.0,0.0,21.55
46.3242,12.0954,20.91
40.4196,-79.9358,18.54
26.8798,-80.0534,18.35
48.4879,-2.7509200000000003,18.25
32.2341,-110.93799999999999,17.24
47.6112,20.7275,20.3
30.0689,-95.1632,18.46
48.4219,-2.82986,20.6
30.0928,-95.1951,18.72
48.354,-2.61665,20.75
48.357,-2.62446,20.55
38.8945,-77.0757,17.29
38.8915,-77.082,17.22
31.9956,-111.29799999999999,21.51
48.4328,-2.60827,20.2
52.3833,13.0214,19.89
34.4571,-90.6131,20.87
35.7534,-98.51899999999999,20.5
-21.943,-63.9844,12.4
-30.5044,151.668,21.17
35.9235,-78.5992,19.2
28.6683,-17.9032,21.89
-34.8628,138.678,20.43
28.6682,-17.9032,21.27
43.1557,5.8960300000000005,19.56
37.989000000000004,23.7568,16.9
49.4908,8.47594,17.16
-29.9346,-71.2371,19.22
52.3899,13.0352,19.68
26.9033,-80.1368,20.09
28.6682,-17.9032,21.41
-30.4606,151.571,21.47
48.4818,1.5268899999999999,21.0
43.2768,3.4918199999999997,18.92
28.6682,-17.9031,16.93
27.4905,-109.928,16.92
32.2684,-110.96700000000001,18.1
39.0833,-76.65,18.77
32.2684,-110.96700000000001,18.22
36.025,-114.948,17.39
27.4781,-109.943,15.84
32.397,-110.977,13.8
35.9636,-114.833,18.16
36.025,-114.948,16.87
50.7992,7.30743,22.2
10.44,-61.36,20.21
34.7496,-86.5124,19.25
41.7478,-86.1768,18.98
38.9257,-77.07,17.59
32.2684,-110.96700000000001,18.14
41.7333,-86.1768,18.53
41.7291,-86.1774,18.24
41.7178,-86.1885,15.75
33.4158,-111.565,17.94
32.3753,-111.021,19.53
40.85,-74.73,19.56
40.78,-74.75,19.51
32.2409,-110.811,19.04
32.2511,-110.819,18.99
32.2435,-110.807,19.2
33.4,-111.5,20.32
33.3944,-111.48100000000001,20.12
33.4417,-111.54700000000001,19.79
33.3667,-111.506,20.46
33.3667,-111.506,19.77
42.313,-83.2809,15.52
42.3166,-83.29799999999999,15.52
48.3538,-2.6167,21.0
42.4032,-83.0667,20.7
-36.8189,-73.0503,20.03
40.0962,-80.6612,19.56
30.3579,-9.457469999999999,20.0
37.6657,-77.4107,19.23
32.2078,-110.85799999999999,17.11
26.4837,50.0437,10.0
41.3433,21.543000000000003,17.56
42.5697,-71.3681,19.38
29.1048,-110.962,18.29
51.7001,7.1265600000000004,19.4
48.5177,-2.6735700000000002,20.42
50.4605,5.8101199999999995,20.2
47.5938,6.904960000000001,19.0
41.7195,-72.3172,19.46
38.4519,-90.5464,18.92
33.8961,-117.738,19.88
40.756,-96.6871,13.86
32.9057,-117.12700000000001,17.45
21.9669,120.84200000000001,19.68
32.2565,-111.061,20.34
30.2093,-98.2034,20.43
32.2293,-111.06299999999999,20.06
30.2094,-98.2034,20.88
-37.8824,145.028,18.31
-35.8242,145.607,21.41
30.2092,-98.2034,19.95
48.5231,-113.98700000000001,20.86
53.3931,5.28571,20.91
39.8361,-75.0887,14.38
40.693000000000005,-74.5663,19.38
39.6441,-74.64699999999999,20.81
40.501,15.3843,20.26
44.1269,-65.7363,21.84
53.5354,-1.23432,18.98
42.9137,-112.419,20.32
49.6984,-97.2573,19.87
41.1929,-81.9381,20.32
48.8333,8.839080000000001,20.23
26.7876,-80.2635,15.57
52.3344,6.66148,19.68
45.1586,14.5378,21.06
35.6882,-82.7167,19.67
35.6882,-82.7167,19.97
48.8333,8.83906,20.21
20.0605,-98.7838,19.93
34.8839,-82.7375,19.48
33.9703,-80.9835,14.33
46.3726,7.6283199999999995,20.49
41.5073,-81.4825,16.03
-27.559,153.262,19.72
33.2504,-96.2178,14.29
